Día,Dispositivo,Mes,Día de la semana,Región,Campaña,Impresiones,Clics,Conversiones,Coste,CTR,Posic. media,CPC medio,CPM medio,Coste medio,Coste/conv.,Porcentaje de conv.,Valor conv./coste,Valor conv. total,Valor/conv.
02-ago-2017,Móviles,Ago. 2017,Miércoles,Región de Murcia,Shopping - General,1.171,38,"0,00","1,35 €","3,25 %","0,00","0,04 €","1,15 €","0,04 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-ago-2017,Ordenadores,Ago. 2017,Martes,Cataluña,Shopping - General,2.517,32,"0,00","3,96 €","1,27 %","0,00","0,12 €","1,57 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
28-jul-2017,Tablets,Jul. 2017,Viernes,Comunidad de Madrid,Shopping - General,1.259,21,"1,00","2,16 €","1,67 %","0,00","0,10 €","1,72 €","0,10 €","2,16 €","4,76 %","46,27","99,95","99,95"
10-ago-2017,Móviles,Ago. 2017,Jueves,Galicia,Shopping - General,2.549,56,"0,00","4,48 €","2,20 %","0,00","0,08 €","1,76 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-jul-2017,Móviles,Jul. 2017,Domingo,Andalucía,Shopping - General,11.367,275,"3,00","15,28 €","2,42 %","0,00","0,06 €","1,34 €","0,06 €","5,09 €","1,09 %","4,97","75,94","25,31"
19-sep-2017,Ordenadores,Sep. 2017,Martes,País Vasco,Shopping - General,953,19,"1,00","2,11 €","1,99 %","0,00","0,11 €","2,21 €","0,11 €","2,11 €","5,26 %","25,11","52,98","52,98"
12-ago-2017,Ordenadores,Ago. 2017,Sábado,Andalucía,Shopping - General,1.419,17,"0,00","1,74 €","1,20 %","0,00","0,10 €","1,23 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-ago-2017,Móviles,Ago. 2017,Viernes,Comunidad de Madrid,Shopping - General,7.270,142,"0,00","10,66 €","1,95 %","0,00","0,08 €","1,47 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-sep-2017,Tablets,Sep. 2017,Miércoles,Comunidad de Madrid,Shopping - General,775,9,"0,00","0,58 €","1,16 %","0,00","0,06 €","0,75 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-ago-2017,Móviles,Ago. 2017,Viernes,Navarra,Shopping - General,767,13,"0,00","1,18 €","1,69 %","0,00","0,09 €","1,54 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-ago-2017,Ordenadores,Ago. 2017,Lunes,Navarra,Shopping - General,353,4,"0,00","0,80 €","1,13 %","0,00","0,20 €","2,27 €","0,20 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-sep-2017,Tablets,Sep. 2017,Lunes,Cataluña,Shopping - General,551,14,"0,00","0,78 €","2,54 %","0,00","0,06 €","1,42 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
06-sep-2017,Móviles,Sep. 2017,Miércoles,Castilla y León,Shopping - General,4.158,84,"1,00","6,08 €","2,02 %","0,00","0,07 €","1,46 €","0,07 €","6,08 €","1,19 %","10,36","62,99","62,99"
29-sep-2017,Móviles,Sep. 2017,Viernes,Navarra,Shopping - General,684,16,"0,00","1,13 €","2,34 %","0,00","0,07 €","1,65 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-sep-2017,Móviles,Sep. 2017,Martes,Comunidad Valenciana,Shopping - General,11.306,254,"1,00","17,30 €","2,25 %","0,00","0,07 €","1,53 €","0,07 €","17,30 €","0,39 %","0,75","12,89","12,89"
14-ago-2017,Móviles,Ago. 2017,Lunes,Castilla-La Mancha,Shopping - General,479,12,"0,00","0,50 €","2,51 %","0,00","0,04 €","1,04 €","0,04 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-ago-2017,Móviles,Ago. 2017,Viernes,Sin especificar,Shopping - General,19,1,"0,00","0,08 €","5,26 %","0,00","0,08 €","4,21 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
01-sep-2017,Tablets,Sep. 2017,Viernes,La Rioja,Shopping - General,57,1,"0,00","0,09 €","1,75 %","0,00","0,09 €","1,58 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-sep-2017,Móviles,Sep. 2017,Sábado,Aragón,Shopping - General,1.568,35,"0,00","2,94 €","2,23 %","0,00","0,08 €","1,88 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-ago-2017,Móviles,Ago. 2017,Lunes,Extremadura,Shopping - General,2.140,40,"0,00","4,00 €","1,87 %","0,00","0,10 €","1,87 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-sep-2017,Móviles,Sep. 2017,Martes,Sin especificar,Shopping - General,8,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-ago-2017,Móviles,Ago. 2017,Sábado,Aragón,Shopping - General,1.481,28,"0,00","2,63 €","1,89 %","0,00","0,09 €","1,78 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-ago-2017,Ordenadores,Ago. 2017,Domingo,País Vasco,Shopping - General,658,7,"1,00","0,66 €","1,06 %","0,00","0,09 €","1,00 €","0,09 €","0,66 €","14,29 %","24,21","15,98","15,98"
16-ago-2017,Ordenadores,Ago. 2017,Miércoles,Cantabria,Shopping - General,303,3,"0,00","0,47 €","0,99 %","0,00","0,16 €","1,55 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-jul-2017,Móviles,Jul. 2017,Jueves,Islas Baleares,Shopping - General,1.750,37,"0,00","2,41 €","2,11 %","0,00","0,07 €","1,38 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-jul-2017,Móviles,Jul. 2017,Martes,Cataluña,Shopping - General,5.636,144,"1,00","7,59 €","2,56 %","0,00","0,05 €","1,35 €","0,05 €","7,59 €","0,69 %","4,47","33,93","33,93"
28-sep-2017,Tablets,Sep. 2017,Jueves,Principado de Asturias,Shopping - General,92,3,"0,00","0,33 €","3,26 %","0,00","0,11 €","3,59 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-sep-2017,Móviles,Sep. 2017,Jueves,Castilla-La Mancha,Shopping - General,1.827,32,"0,00","1,65 €","1,75 %","0,00","0,05 €","0,90 €","0,05 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-jul-2017,Móviles,Jul. 2017,Miércoles,Región de Murcia,Shopping - General,1.391,36,"2,00","1,72 €","2,59 %","0,00","0,05 €","1,24 €","0,05 €","0,86 €","5,56 %","96,49","165,96","82,98"
04-ago-2017,Ordenadores,Ago. 2017,Viernes,Comunidad de Madrid,Shopping - General,4.633,83,"4,00","9,44 €","1,79 %","0,00","0,11 €","2,04 €","0,11 €","2,36 €","4,82 %","19,99","188,75","47,19"
27-sep-2017,Móviles,Sep. 2017,Miércoles,Extremadura,Shopping - General,3.462,68,"1,00","7,17 €","1,96 %","0,00","0,11 €","2,07 €","0,11 €","7,17 €","1,47 %","4,18","29,98","29,98"
29-jul-2017,Móviles,Jul. 2017,Sábado,Principado de Asturias,Shopping - General,1.102,17,"0,00","1,02 €","1,54 %","0,00","0,06 €","0,93 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-ago-2017,Móviles,Ago. 2017,Viernes,País Vasco,Shopping - General,2.908,56,"0,00","4,81 €","1,93 %","0,00","0,09 €","1,65 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-jul-2017,Tablets,Jul. 2017,Martes,Cataluña,Shopping - General,1.198,15,"0,00","1,66 €","1,25 %","0,00","0,11 €","1,39 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-ago-2017,Móviles,Ago. 2017,Miércoles,Sin especificar,Shopping - General,19,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-ago-2017,Móviles,Ago. 2017,Miércoles,Sin especificar,Shopping - General,24,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
31-jul-2017,Ordenadores,Jul. 2017,Lunes,Región de Murcia,Shopping - General,397,8,"0,00","0,80 €","2,02 %","0,00","0,10 €","2,02 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-jul-2017,Ordenadores,Jul. 2017,Martes,Navarra,Shopping - General,449,12,"0,00","1,33 €","2,67 %","0,00","0,11 €","2,96 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-ago-2017,Tablets,Ago. 2017,Miércoles,Navarra,Shopping - General,114,2,"1,00","0,02 €","1,75 %","0,00","0,01 €","0,18 €","0,01 €","0,02 €","50,00 %","1.449,00","28,98","28,98"
08-sep-2017,Tablets,Sep. 2017,Viernes,Cataluña,Shopping - General,595,5,"0,00","0,28 €","0,84 %","0,00","0,06 €","0,47 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-jul-2017,Ordenadores,Jul. 2017,Miércoles,Castilla-La Mancha,Shopping - General,1.092,22,"1,00","2,57 €","2,01 %","0,00","0,12 €","2,35 €","0,12 €","2,57 €","4,55 %","5,44","13,99","13,99"
09-ago-2017,Móviles,Ago. 2017,Miércoles,Galicia,Shopping - General,2.435,53,"0,00","4,12 €","2,18 %","0,00","0,08 €","1,69 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
01-sep-2017,Móviles,Sep. 2017,Viernes,Castilla y León,Shopping - General,4.143,84,"0,00","7,07 €","2,03 %","0,00","0,08 €","1,71 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-sep-2017,Ordenadores,Sep. 2017,Miércoles,Cataluña,Shopping - General,2.898,37,"2,00","4,75 €","1,28 %","0,00","0,13 €","1,64 €","0,13 €","2,38 €","5,41 %","14,60","69,34","34,67"
17-sep-2017,Tablets,Sep. 2017,Domingo,Comunidad Valenciana,Shopping - General,659,18,"0,00","1,27 €","2,73 %","0,00","0,07 €","1,93 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-ago-2017,Móviles,Ago. 2017,Viernes,Andalucía,Shopping - General,8.566,180,"1,00","10,09 €","2,10 %","0,00","0,06 €","1,18 €","0,06 €","10,09 €","0,56 %","2,17","21,93","21,93"
22-jul-2017,Ordenadores,Jul. 2017,Sábado,Cantabria,Shopping - General,470,3,"0,00","0,41 €","0,64 %","0,00","0,14 €","0,87 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
31-jul-2017,Ordenadores,Jul. 2017,Lunes,La Rioja,Shopping - General,141,2,"0,00","0,08 €","1,42 %","0,00","0,04 €","0,57 €","0,04 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-ago-2017,Tablets,Ago. 2017,Sábado,Comunidad Valenciana,Shopping - General,665,15,"1,00","1,29 €","2,26 %","0,00","0,09 €","1,94 €","0,09 €","1,29 €","6,67 %","13,13","16,94","16,94"
18-ago-2017,Ordenadores,Ago. 2017,Viernes,País Vasco,Shopping - General,737,9,"0,00","1,93 €","1,22 %","0,00","0,21 €","2,62 €","0,21 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-sep-2017,Ordenadores,Sep. 2017,Martes,Galicia,Shopping - General,805,10,"0,00","1,00 €","1,24 %","0,00","0,10 €","1,24 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-sep-2017,Móviles,Sep. 2017,Sábado,Comunidad de Madrid,Shopping - General,7.099,165,"1,00","9,61 €","2,32 %","0,00","0,06 €","1,35 €","0,06 €","9,61 €","0,61 %","4,31","41,43","41,43"
30-jul-2017,Ordenadores,Jul. 2017,Domingo,Principado de Asturias,Shopping - General,563,8,"0,00","1,13 €","1,42 %","0,00","0,14 €","2,01 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-sep-2017,Ordenadores,Sep. 2017,Domingo,Aragón,Shopping - General,334,6,"0,00","1,12 €","1,80 %","0,00","0,19 €","3,35 €","0,19 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-ago-2017,Tablets,Ago. 2017,Domingo,País Vasco,Shopping - General,230,11,"0,00","0,82 €","4,78 %","0,00","0,07 €","3,57 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-sep-2017,Ordenadores,Sep. 2017,Jueves,Sin especificar,Shopping - General,1,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-sep-2017,Ordenadores,Sep. 2017,Sábado,País Vasco,Shopping - General,1.544,11,"0,00","1,81 €","0,71 %","0,00","0,16 €","1,17 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-jul-2017,Móviles,Jul. 2017,Miércoles,Sin especificar,Shopping - General,8,2,"0,00","0,25 €","25,00 %","0,00","0,12 €","31,25 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-sep-2017,Móviles,Sep. 2017,Miércoles,Comunidad Valenciana,Shopping - General,7.803,197,"1,00","10,44 €","2,52 %","0,00","0,05 €","1,34 €","0,05 €","10,44 €","0,51 %","0,76","7,95","7,95"
17-sep-2017,Tablets,Sep. 2017,Domingo,Islas Baleares,Shopping - General,215,2,"0,00","0,19 €","0,93 %","0,00","0,10 €","0,88 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-jul-2017,Tablets,Jul. 2017,Martes,Aragón,Shopping - General,310,1,"0,00","0,18 €","0,32 %","0,00","0,18 €","0,58 €","0,18 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-sep-2017,Ordenadores,Sep. 2017,Viernes,La Rioja,Shopping - General,32,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-jul-2017,Ordenadores,Jul. 2017,Miércoles,Principado de Asturias,Shopping - General,604,14,"0,00","1,79 €","2,32 %","0,00","0,13 €","2,96 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-ago-2017,Ordenadores,Ago. 2017,Domingo,Comunidad de Madrid,Shopping - General,1.554,23,"1,00","3,00 €","1,48 %","0,00","0,13 €","1,93 €","0,13 €","3,00 €","4,35 %","30,00","89,99","89,99"
08-sep-2017,Móviles,Sep. 2017,Viernes,Andalucía,Shopping - General,11.768,203,"2,00","10,18 €","1,73 %","0,00","0,05 €","0,87 €","0,05 €","5,09 €","0,99 %","14,61","148,69","74,35"
04-ago-2017,Ordenadores,Ago. 2017,Viernes,Castilla y León,Shopping - General,1.214,16,"0,00","1,74 €","1,32 %","0,00","0,11 €","1,43 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-ago-2017,Tablets,Ago. 2017,Lunes,Comunidad de Madrid,Shopping - General,493,9,"0,00","0,63 €","1,83 %","0,00","0,07 €","1,28 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-ago-2017,Tablets,Ago. 2017,Sábado,País Vasco,Shopping - General,220,7,"1,00","0,58 €","3,18 %","0,00","0,08 €","2,64 €","0,08 €","0,58 €","14,29 %","138,78","80,49","80,49"
02-sep-2017,Ordenadores,Sep. 2017,Sábado,Navarra,Shopping - General,211,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-jul-2017,Móviles,Jul. 2017,Domingo,Andalucía,Shopping - General,9.782,218,"2,00","12,00 €","2,23 %","0,00","0,06 €","1,23 €","0,06 €","6,00 €","0,92 %","3,32","39,90","19,95"
31-jul-2017,Móviles,Jul. 2017,Lunes,Navarra,Shopping - General,599,16,"0,00","0,74 €","2,67 %","0,00","0,05 €","1,24 €","0,05 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-sep-2017,Móviles,Sep. 2017,Martes,La Rioja,Shopping - General,269,5,"0,00","0,24 €","1,86 %","0,00","0,05 €","0,89 €","0,05 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-sep-2017,Móviles,Sep. 2017,Lunes,Principado de Asturias,Shopping - General,1.153,20,"0,00","1,70 €","1,73 %","0,00","0,08 €","1,47 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-ago-2017,Ordenadores,Ago. 2017,Lunes,Cantabria,Shopping - General,500,12,"0,00","1,80 €","2,40 %","0,00","0,15 €","3,60 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-sep-2017,Tablets,Sep. 2017,Martes,Islas Baleares,Shopping - General,132,1,"0,00","0,12 €","0,76 %","0,00","0,12 €","0,91 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-ago-2017,Ordenadores,Ago. 2017,Lunes,Andalucía,Shopping - General,1.818,38,"1,00","3,72 €","2,09 %","0,00","0,10 €","2,05 €","0,10 €","3,72 €","2,63 %","3,75","13,94","13,94"
21-sep-2017,Ordenadores,Sep. 2017,Jueves,Principado de Asturias,Shopping - General,468,7,"0,00","0,83 €","1,50 %","0,00","0,12 €","1,77 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-sep-2017,Ordenadores,Sep. 2017,Viernes,Sin especificar,Shopping - General,1,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-jul-2017,Tablets,Jul. 2017,Jueves,Sin especificar,Shopping - General,6,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-sep-2017,Tablets,Sep. 2017,Martes,Cataluña,Shopping - General,705,12,"1,00","1,34 €","1,70 %","0,00","0,11 €","1,90 €","0,11 €","1,34 €","8,33 %","12,64","16,94","16,94"
29-sep-2017,Ordenadores,Sep. 2017,Viernes,Sin especificar,Shopping - General,8,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-ago-2017,Móviles,Ago. 2017,Miércoles,Islas Baleares,Shopping - General,1.266,19,"0,00","1,13 €","1,50 %","0,00","0,06 €","0,89 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
27-ago-2017,Móviles,Ago. 2017,Domingo,Región de Murcia,Shopping - General,2.066,39,"0,00","3,17 €","1,89 %","0,00","0,08 €","1,53 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-sep-2017,Tablets,Sep. 2017,Miércoles,Islas Baleares,Shopping - General,82,1,"0,00","0,01 €","1,22 %","0,00","0,01 €","0,12 €","0,01 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-sep-2017,Móviles,Sep. 2017,Sábado,Sin especificar,Shopping - General,0,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-ago-2017,Ordenadores,Ago. 2017,Jueves,Navarra,Shopping - General,373,4,"1,00","0,56 €","1,07 %","0,00","0,14 €","1,50 €","0,14 €","0,56 €","25,00 %","35,61","19,94","19,94"
24-jul-2017,Móviles,Jul. 2017,Lunes,Castilla-La Mancha,Shopping - General,2.281,33,"0,00","2,23 €","1,45 %","0,00","0,07 €","0,98 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-jul-2017,Tablets,Jul. 2017,Jueves,Galicia,Shopping - General,530,5,"0,00","0,56 €","0,94 %","0,00","0,11 €","1,06 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-sep-2017,Ordenadores,Sep. 2017,Domingo,Sin especificar,Shopping - General,0,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
17-sep-2017,Móviles,Sep. 2017,Domingo,Islas Baleares,Shopping - General,1.404,34,"1,00","2,03 €","2,42 %","0,00","0,06 €","1,45 €","0,06 €","2,03 €","2,94 %","41,85","84,95","84,95"
05-ago-2017,Móviles,Ago. 2017,Sábado,Extremadura,Shopping - General,815,14,"0,00","0,79 €","1,72 %","0,00","0,06 €","0,97 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-ago-2017,Tablets,Ago. 2017,Miércoles,Principado de Asturias,Shopping - General,107,1,"0,00","0,18 €","0,93 %","0,00","0,18 €","1,68 €","0,18 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-ago-2017,Ordenadores,Ago. 2017,Viernes,Galicia,Shopping - General,1.373,13,"0,00","1,73 €","0,95 %","0,00","0,13 €","1,26 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-ago-2017,Ordenadores,Ago. 2017,Miércoles,Navarra,Shopping - General,480,10,"0,00","1,78 €","2,08 %","0,00","0,18 €","3,71 €","0,18 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-sep-2017,Ordenadores,Sep. 2017,Viernes,Islas Baleares,Shopping - General,73,1,"0,00","0,05 €","1,37 %","0,00","0,05 €","0,68 €","0,05 €","0,00 €","0,00 %","0,00","0,00","0,00"
29-ago-2017,Tablets,Ago. 2017,Martes,Navarra,Shopping - General,89,1,"0,00","0,11 €","1,12 %","0,00","0,11 €","1,24 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-sep-2017,Móviles,Sep. 2017,Domingo,Castilla y León,Shopping - General,4.781,105,"0,00","8,39 €","2,20 %","0,00","0,08 €","1,75 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
29-jul-2017,Ordenadores,Jul. 2017,Sábado,Castilla-La Mancha,Shopping - General,472,7,"0,00","0,50 €","1,48 %","0,00","0,07 €","1,06 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-sep-2017,Ordenadores,Sep. 2017,Miércoles,Islas Baleares,Shopping - General,534,8,"0,00","0,96 €","1,50 %","0,00","0,12 €","1,80 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-ago-2017,Tablets,Ago. 2017,Lunes,Castilla y León,Shopping - General,325,5,"0,00","0,44 €","1,54 %","0,00","0,09 €","1,35 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-ago-2017,Ordenadores,Ago. 2017,Miércoles,Navarra,Shopping - General,294,8,"0,00","1,24 €","2,72 %","0,00","0,16 €","4,22 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-sep-2017,Móviles,Sep. 2017,Jueves,Navarra,Shopping - General,710,11,"1,00","0,96 €","1,55 %","0,00","0,09 €","1,35 €","0,09 €","0,96 €","9,09 %","38,49","36,95","36,95"
02-ago-2017,Ordenadores,Ago. 2017,Miércoles,La Rioja,Shopping - General,169,2,"0,00","0,28 €","1,18 %","0,00","0,14 €","1,66 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-ago-2017,Tablets,Ago. 2017,Miércoles,País Vasco,Shopping - General,288,2,"0,00","0,22 €","0,69 %","0,00","0,11 €","0,76 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-sep-2017,Móviles,Sep. 2017,Sábado,Cantabria,Shopping - General,1.052,18,"0,00","1,55 €","1,71 %","0,00","0,09 €","1,47 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-sep-2017,Ordenadores,Sep. 2017,Domingo,Galicia,Shopping - General,832,14,"0,00","1,79 €","1,68 %","0,00","0,13 €","2,15 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-ago-2017,Tablets,Ago. 2017,Domingo,Sin especificar,Shopping - General,4,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-ago-2017,Ordenadores,Ago. 2017,Lunes,Región de Murcia,Shopping - General,447,2,"0,00","0,23 €","0,45 %","0,00","0,12 €","0,51 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-ago-2017,Móviles,Ago. 2017,Sábado,Región de Murcia,Shopping - General,2.097,48,"0,00","3,79 €","2,29 %","0,00","0,08 €","1,81 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-sep-2017,Ordenadores,Sep. 2017,Jueves,Cataluña,Shopping - General,2.512,31,"1,00","3,49 €","1,23 %","0,00","0,11 €","1,39 €","0,11 €","3,49 €","3,23 %","3,72","12,99","12,99"
30-sep-2017,Ordenadores,Sep. 2017,Sábado,Castilla-La Mancha,Shopping - General,1.378,12,"1,00","2,26 €","0,87 %","0,00","0,19 €","1,64 €","0,19 €","2,26 €","8,33 %","8,38","18,94","18,94"
07-ago-2017,Móviles,Ago. 2017,Lunes,Comunidad Valenciana,Shopping - General,2.948,77,"0,00","3,84 €","2,61 %","0,00","0,05 €","1,30 €","0,05 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-ago-2017,Tablets,Ago. 2017,Jueves,Región de Murcia,Shopping - General,195,2,"0,00","0,06 €","1,03 %","0,00","0,03 €","0,31 €","0,03 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-ago-2017,Móviles,Ago. 2017,Lunes,Navarra,Shopping - General,656,10,"0,00","0,69 €","1,52 %","0,00","0,07 €","1,05 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-ago-2017,Ordenadores,Ago. 2017,Jueves,Castilla y León,Shopping - General,1.518,15,"0,00","2,24 €","0,99 %","0,00","0,15 €","1,48 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-ago-2017,Ordenadores,Ago. 2017,Martes,Extremadura,Shopping - General,361,5,"0,00","0,39 €","1,39 %","0,00","0,08 €","1,08 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-ago-2017,Ordenadores,Ago. 2017,Jueves,Sin especificar,Shopping - General,0,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
06-sep-2017,Móviles,Sep. 2017,Miércoles,Navarra,Shopping - General,617,8,"0,00","0,64 €","1,30 %","0,00","0,08 €","1,04 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-sep-2017,Móviles,Sep. 2017,Lunes,Extremadura,Shopping - General,2.614,63,"2,00","5,66 €","2,41 %","0,00","0,09 €","2,17 €","0,09 €","2,83 €","3,17 %","26,49","149,96","74,98"
21-jul-2017,Tablets,Jul. 2017,Viernes,Comunidad de Madrid,Shopping - General,1.436,18,"0,00","1,79 €","1,25 %","0,00","0,10 €","1,25 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-ago-2017,Ordenadores,Ago. 2017,Martes,Comunidad de Madrid,Shopping - General,1.672,31,"1,00","3,68 €","1,85 %","0,00","0,12 €","2,20 €","0,12 €","3,68 €","3,23 %","5,97","21,98","21,98"
15-sep-2017,Tablets,Sep. 2017,Viernes,Andalucía,Shopping - General,841,8,"0,00","0,68 €","0,95 %","0,00","0,08 €","0,81 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
31-jul-2017,Móviles,Jul. 2017,Lunes,Comunidad Valenciana,Shopping - General,5.096,137,"0,00","6,39 €","2,69 %","0,00","0,05 €","1,25 €","0,05 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-ago-2017,Tablets,Ago. 2017,Sábado,Comunidad de Madrid,Shopping - General,436,4,"1,00","0,17 €","0,92 %","0,00","0,04 €","0,39 €","0,04 €","0,17 €","25,00 %","158,65","26,97","26,97"
01-sep-2017,Tablets,Sep. 2017,Viernes,Cataluña,Shopping - General,395,3,"0,00","0,12 €","0,76 %","0,00","0,04 €","0,30 €","0,04 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-sep-2017,Móviles,Sep. 2017,Martes,Comunidad de Madrid,Shopping - General,10.143,180,"1,00","9,87 €","1,77 %","0,00","0,05 €","0,97 €","0,05 €","9,87 €","0,56 %","4,05","39,99","39,99"
