Día,Dispositivo,Mes,Día de la semana,Región,Campaña,Impresiones,Clics,Conversiones,Coste,CTR,Posic. media,CPC medio,CPM medio,Coste medio,Coste/conv.,Porcentaje de conv.,Valor conv./coste,Valor conv. total,Valor/conv.
28-feb-2015,Tablets,Feb. 2015,Sábado,Aragón,Shopping - General,231,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-jun-2015,Móviles,Jun. 2015,Miércoles,Región de Murcia,Shopping - General,691,34,"0,00","5,16 €","4,92 %","0,00","0,15 €","7,47 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-ene-2015,Ordenadores,Ene. 2015,Jueves,Andalucía,Shopping - General,3.548,70,"0,00","9,72 €","1,97 %","0,00","0,14 €","2,74 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
01-mar-2015,Móviles,Mar. 2015,Domingo,Comunidad de Madrid,Shopping - General,1.442,49,"1,00","4,71 €","3,40 %","0,00","0,10 €","3,27 €","0,10 €","4,71 €","2,04 %","0,21","1,00","1,00"
26-jun-2015,Tablets,Jun. 2015,Viernes,Cataluña,Shopping - General,2.033,33,"0,00","8,52 €","1,62 %","0,00","0,26 €","4,19 €","0,26 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-jun-2015,Móviles,Jun. 2015,Miércoles,Aragón,Shopping - General,383,17,"0,00","2,61 €","4,44 %","0,00","0,15 €","6,81 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-jun-2015,Ordenadores,Jun. 2015,Viernes,Región de Murcia,Shopping - General,1.357,32,"1,00","8,56 €","2,36 %","0,00","0,27 €","6,31 €","0,27 €","8,56 €","3,12 %","4,08","34,89","34,89"
30-mar-2015,Tablets,Mar. 2015,Lunes,Ceuta,Shopping - General,12,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-abr-2015,Ordenadores,Abr. 2015,Viernes,Aragón,Shopping - General,145,6,"1,00","0,71 €","4,14 %","0,00","0,12 €","4,90 €","0,12 €","0,71 €","16,67 %","51,89","36,84","36,84"
29-may-2015,Móviles,May. 2015,Viernes,Cantabria,Shopping - General,47,1,"0,00","0,05 €","2,13 %","0,00","0,05 €","1,06 €","0,05 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-abr-2015,Tablets,Abr. 2015,Lunes,Castilla-La Mancha,Shopping - General,299,2,"0,00","0,15 €","0,67 %","0,00","0,08 €","0,50 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-may-2015,Tablets,May. 2015,Miércoles,Cantabria,Shopping - General,66,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-may-2015,Ordenadores,May. 2015,Viernes,Andalucía,Shopping - General,2.872,67,"0,00","9,03 €","2,33 %","0,00","0,13 €","3,14 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-ene-2015,Móviles,Ene. 2015,Lunes,Comunidad de Madrid,Shopping - General,1.776,52,"1,00","6,76 €","2,93 %","0,00","0,13 €","3,81 €","0,13 €","6,76 €","1,92 %","4,29","28,99","28,99"
03-mar-2015,Ordenadores,Mar. 2015,Martes,Cataluña,Shopping - General,1.357,20,"0,00","3,15 €","1,47 %","0,00","0,16 €","2,32 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-may-2015,Ordenadores,May. 2015,Viernes,Castilla y León,Shopping - General,658,11,"0,00","1,87 €","1,67 %","0,00","0,17 €","2,84 €","0,17 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-feb-2015,Tablets,Feb. 2015,Lunes,Extremadura,Shopping - General,173,3,"0,00","0,40 €","1,73 %","0,00","0,13 €","2,31 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-abr-2015,Ordenadores,Abr. 2015,Viernes,Extremadura,Shopping - General,580,15,"0,00","2,45 €","2,59 %","0,00","0,16 €","4,22 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-ene-2015,Móviles,Ene. 2015,Jueves,La Rioja,Shopping - General,90,6,"0,00","1,15 €","6,67 %","0,00","0,19 €","12,78 €","0,19 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-mar-2015,Tablets,Mar. 2015,Martes,Melilla,Shopping - General,5,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
29-mar-2015,Tablets,Mar. 2015,Domingo,Cataluña,Shopping - General,1.479,8,"0,00","1,10 €","0,54 %","0,00","0,14 €","0,74 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-feb-2015,Ordenadores,Feb. 2015,Jueves,Cataluña,Shopping - General,1.802,30,"0,00","3,02 €","1,66 %","0,00","0,10 €","1,68 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-feb-2015,Ordenadores,Feb. 2015,Miércoles,Aragón,Shopping - General,535,15,"0,00","2,27 €","2,80 %","0,00","0,15 €","4,24 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-abr-2015,Ordenadores,Abr. 2015,Jueves,Comunidad Valenciana,Shopping - General,3.082,51,"0,00","10,45 €","1,65 %","0,00","0,20 €","3,39 €","0,20 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-jun-2015,Móviles,Jun. 2015,Miércoles,Castilla y León,Shopping - General,2.284,88,"2,00","20,41 €","3,85 %","0,00","0,23 €","8,94 €","0,23 €","10,20 €","2,27 %","10,97","223,84","111,92"
26-jun-2015,Tablets,Jun. 2015,Viernes,Andalucía,Shopping - General,1.965,33,"0,00","6,49 €","1,68 %","0,00","0,20 €","3,30 €","0,20 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-abr-2015,Móviles,Abr. 2015,Miércoles,Extremadura,Shopping - General,97,1,"0,00","0,07 €","1,03 %","0,00","0,07 €","0,72 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-feb-2015,Tablets,Feb. 2015,Sábado,Andalucía,Shopping - General,2.592,24,"0,00","3,48 €","0,93 %","0,00","0,14 €","1,34 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-feb-2015,Móviles,Feb. 2015,Martes,Melilla,Shopping - General,33,2,"0,00","0,26 €","6,06 %","0,00","0,13 €","7,88 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-ene-2015,Móviles,Ene. 2015,Miércoles,Islas Baleares,Shopping - General,122,11,"0,00","1,52 €","9,02 %","0,00","0,14 €","12,46 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-abr-2015,Ordenadores,Abr. 2015,Sábado,Extremadura,Shopping - General,364,8,"0,00","1,61 €","2,20 %","0,00","0,20 €","4,42 €","0,20 €","0,00 €","0,00 %","0,00","0,00","0,00"
17-mar-2015,Móviles,Mar. 2015,Martes,Andalucía,Shopping - General,700,16,"0,00","1,22 €","2,29 %","0,00","0,08 €","1,74 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-feb-2015,Ordenadores,Feb. 2015,Miércoles,Comunidad de Madrid,Shopping - General,4.552,119,"8,00","13,88 €","2,61 %","0,00","0,12 €","3,05 €","0,12 €","1,74 €","6,72 %","8,94","124,04","15,50"
18-mar-2015,Ordenadores,Mar. 2015,Miércoles,Comunidad de Madrid,Shopping - General,1.735,47,"0,00","5,59 €","2,71 %","0,00","0,12 €","3,22 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-jun-2015,Tablets,Jun. 2015,Viernes,Castilla-La Mancha,Shopping - General,423,9,"1,00","1,96 €","2,13 %","0,00","0,22 €","4,63 €","0,22 €","1,96 €","11,11 %","7,62","14,94","14,94"
12-may-2015,Tablets,May. 2015,Martes,Sin especificar,Shopping - General,25,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-mar-2015,Móviles,Mar. 2015,Miércoles,Aragón,Shopping - General,82,3,"0,00","0,21 €","3,66 %","0,00","0,07 €","2,56 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
06-jun-2015,Tablets,Jun. 2015,Sábado,Galicia,Shopping - General,1.148,28,"0,00","8,86 €","2,44 %","0,00","0,32 €","7,72 €","0,32 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-jun-2015,Tablets,Jun. 2015,Domingo,Andalucía,Shopping - General,4.706,79,"0,00","22,91 €","1,68 %","0,00","0,29 €","4,87 €","0,29 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-feb-2015,Ordenadores,Feb. 2015,Viernes,La Rioja,Shopping - General,45,1,"0,00","0,16 €","2,22 %","0,00","0,16 €","3,56 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-mar-2015,Tablets,Mar. 2015,Martes,Canarias,Shopping - General,121,1,"0,00","0,11 €","0,83 %","0,00","0,11 €","0,91 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-ene-2015,Ordenadores,Ene. 2015,Sábado,La Rioja,Shopping - General,43,2,"0,00","0,22 €","4,65 %","0,00","0,11 €","5,12 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-jun-2015,Ordenadores,Jun. 2015,Lunes,Sin especificar,Shopping - General,170,2,"0,00","0,28 €","1,18 %","0,00","0,14 €","1,65 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-feb-2015,Tablets,Feb. 2015,Lunes,Región de Murcia,Shopping - General,386,5,"1,00","0,71 €","1,30 %","0,00","0,14 €","1,84 €","0,14 €","0,71 €","20,00 %","80,21","56,95","56,95"
14-abr-2015,Ordenadores,Abr. 2015,Martes,Comunidad Valenciana,Shopping - General,1.195,29,"2,00","3,78 €","2,43 %","0,00","0,13 €","3,16 €","0,13 €","1,89 €","6,90 %","22,19","83,88","41,94"
24-may-2015,Móviles,May. 2015,Domingo,Extremadura,Shopping - General,314,14,"0,00","1,61 €","4,46 %","0,00","0,12 €","5,13 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-feb-2015,Ordenadores,Feb. 2015,Miércoles,Principado de Asturias,Shopping - General,1.066,36,"2,00","4,55 €","3,38 %","0,00","0,13 €","4,27 €","0,13 €","2,28 €","5,56 %","5,91","26,88","13,44"
01-mar-2015,Tablets,Mar. 2015,Domingo,La Rioja,Shopping - General,45,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-jun-2015,Móviles,Jun. 2015,Miércoles,La Rioja,Shopping - General,136,5,"0,00","1,09 €","3,68 %","0,00","0,22 €","8,01 €","0,22 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-ene-2015,Móviles,Ene. 2015,Domingo,Castilla-La Mancha,Shopping - General,563,17,"0,00","2,45 €","3,02 %","0,00","0,14 €","4,35 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-jun-2015,Móviles,Jun. 2015,Lunes,Aragón,Shopping - General,424,14,"0,00","2,66 €","3,30 %","0,00","0,19 €","6,27 €","0,19 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-abr-2015,Tablets,Abr. 2015,Sábado,La Rioja,Shopping - General,29,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-ene-2015,Móviles,Ene. 2015,Viernes,Castilla y León,Shopping - General,715,18,"0,00","2,87 €","2,52 %","0,00","0,16 €","4,01 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-mar-2015,Tablets,Mar. 2015,Martes,Comunidad de Madrid,Shopping - General,1.076,12,"0,00","1,42 €","1,12 %","0,00","0,12 €","1,32 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
01-abr-2015,Móviles,Abr. 2015,Miércoles,Canarias,Shopping - General,136,6,"0,00","0,45 €","4,41 %","0,00","0,08 €","3,31 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-jun-2015,Tablets,Jun. 2015,Martes,País Vasco,Shopping - General,606,7,"0,00","1,70 €","1,16 %","0,00","0,24 €","2,81 €","0,24 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-feb-2015,Ordenadores,Feb. 2015,Lunes,Canarias,Shopping - General,941,12,"0,00","2,41 €","1,28 %","0,00","0,20 €","2,56 €","0,20 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-abr-2015,Tablets,Abr. 2015,Sábado,Sin especificar,Shopping - General,26,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-may-2015,Móviles,May. 2015,Martes,Cantabria,Shopping - General,99,1,"0,00","0,06 €","1,01 %","0,00","0,06 €","0,61 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-ene-2015,Tablets,Ene. 2015,Lunes,Castilla y León,Shopping - General,821,15,"0,00","1,89 €","1,83 %","0,00","0,13 €","2,30 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-feb-2015,Tablets,Feb. 2015,Lunes,Castilla y León,Shopping - General,909,15,"0,00","2,34 €","1,65 %","0,00","0,16 €","2,57 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-abr-2015,Tablets,Abr. 2015,Sábado,Canarias,Shopping - General,338,1,"0,00","0,19 €","0,30 %","0,00","0,19 €","0,56 €","0,19 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-mar-2015,Tablets,Mar. 2015,Lunes,Andalucía,Shopping - General,1.118,4,"0,00","0,58 €","0,36 %","0,00","0,14 €","0,52 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-mar-2015,Móviles,Mar. 2015,Jueves,País Vasco,Shopping - General,119,3,"0,00","0,31 €","2,52 %","0,00","0,10 €","2,61 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-jun-2015,Ordenadores,Jun. 2015,Sábado,Castilla y León,Shopping - General,2.135,38,"0,00","13,37 €","1,78 %","0,00","0,35 €","6,26 €","0,35 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-feb-2015,Ordenadores,Feb. 2015,Martes,Melilla,Shopping - General,26,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-feb-2015,Ordenadores,Feb. 2015,Lunes,Aragón,Shopping - General,585,19,"0,00","2,44 €","3,25 %","0,00","0,13 €","4,17 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-mar-2015,Tablets,Mar. 2015,Domingo,Cataluña,Shopping - General,353,3,"0,00","0,43 €","0,85 %","0,00","0,14 €","1,22 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-abr-2015,Tablets,Abr. 2015,Viernes,Canarias,Shopping - General,313,1,"0,00","0,13 €","0,32 %","0,00","0,13 €","0,42 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-feb-2015,Móviles,Feb. 2015,Domingo,Melilla,Shopping - General,12,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
27-feb-2015,Ordenadores,Feb. 2015,Viernes,Navarra,Shopping - General,131,2,"0,00","0,31 €","1,53 %","0,00","0,16 €","2,37 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
29-mar-2015,Tablets,Mar. 2015,Domingo,Región de Murcia,Shopping - General,248,2,"0,00","0,29 €","0,81 %","0,00","0,14 €","1,17 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-feb-2015,Ordenadores,Feb. 2015,Martes,País Vasco,Shopping - General,2.134,67,"0,00","13,62 €","3,14 %","0,00","0,20 €","6,38 €","0,20 €","0,00 €","0,00 %","0,00","0,00","0,00"
01-ene-2015,Tablets,Ene. 2015,Jueves,La Rioja,Shopping - General,47,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-ene-2015,Ordenadores,Ene. 2015,Sábado,Canarias,Shopping - General,307,6,"0,00","0,81 €","1,95 %","0,00","0,14 €","2,64 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-mar-2015,Móviles,Mar. 2015,Jueves,Comunidad Valenciana,Shopping - General,288,7,"0,00","0,52 €","2,43 %","0,00","0,07 €","1,81 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-may-2015,Móviles,May. 2015,Domingo,Comunidad Valenciana,Shopping - General,527,23,"0,00","3,10 €","4,36 %","0,00","0,13 €","5,88 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-ene-2015,Tablets,Ene. 2015,Viernes,Comunidad de Madrid,Shopping - General,2.166,32,"0,00","4,80 €","1,48 %","0,00","0,15 €","2,22 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-feb-2015,Ordenadores,Feb. 2015,Martes,Galicia,Shopping - General,470,11,"0,00","1,60 €","2,34 %","0,00","0,15 €","3,40 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-may-2015,Tablets,May. 2015,Viernes,Navarra,Shopping - General,170,2,"0,00","0,62 €","1,18 %","0,00","0,31 €","3,65 €","0,31 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-ene-2015,Tablets,Ene. 2015,Jueves,Islas Baleares,Shopping - General,194,4,"0,00","0,68 €","2,06 %","0,00","0,17 €","3,51 €","0,17 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-abr-2015,Móviles,Abr. 2015,Domingo,Castilla-La Mancha,Shopping - General,276,11,"0,00","1,00 €","3,99 %","0,00","0,09 €","3,62 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-feb-2015,Móviles,Feb. 2015,Jueves,Cataluña,Shopping - General,748,18,"0,00","1,69 €","2,41 %","0,00","0,09 €","2,26 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-abr-2015,Ordenadores,Abr. 2015,Sábado,Ceuta,Shopping - General,12,3,"0,00","0,48 €","25,00 %","0,00","0,16 €","40,00 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-may-2015,Tablets,May. 2015,Viernes,La Rioja,Shopping - General,18,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-mar-2015,Tablets,Mar. 2015,Jueves,Principado de Asturias,Shopping - General,65,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-mar-2015,Tablets,Mar. 2015,Sábado,Islas Baleares,Shopping - General,154,6,"0,00","0,69 €","3,90 %","0,00","0,12 €","4,48 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-abr-2015,Tablets,Abr. 2015,Jueves,Islas Baleares,Shopping - General,208,6,"0,00","1,60 €","2,88 %","0,00","0,27 €","7,69 €","0,27 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-abr-2015,Tablets,Abr. 2015,Domingo,Castilla-La Mancha,Shopping - General,756,3,"0,00","0,44 €","0,40 %","0,00","0,15 €","0,58 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
27-may-2015,Tablets,May. 2015,Miércoles,Aragón,Shopping - General,284,3,"0,00","0,57 €","1,06 %","0,00","0,19 €","2,01 €","0,19 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-jun-2015,Móviles,Jun. 2015,Lunes,Castilla y León,Shopping - General,1.833,63,"0,00","12,30 €","3,44 %","0,00","0,20 €","6,71 €","0,20 €","0,00 €","0,00 %","0,00","0,00","0,00"
28-jun-2015,Móviles,Jun. 2015,Domingo,Andalucía,Shopping - General,8.668,340,"2,00","48,31 €","3,92 %","0,00","0,14 €","5,57 €","0,14 €","24,16 €","0,59 %","4,59","221,75","110,87"
04-mar-2015,Móviles,Mar. 2015,Miércoles,Navarra,Shopping - General,26,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
06-abr-2015,Ordenadores,Abr. 2015,Lunes,Melilla,Shopping - General,8,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-jun-2015,Móviles,Jun. 2015,Lunes,País Vasco,Shopping - General,540,28,"0,00","4,65 €","5,19 %","0,00","0,17 €","8,61 €","0,17 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-mar-2015,Ordenadores,Mar. 2015,Sábado,La Rioja,Shopping - General,39,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-abr-2015,Móviles,Abr. 2015,Jueves,Cantabria,Shopping - General,41,2,"0,00","0,12 €","4,88 %","0,00","0,06 €","2,93 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-jun-2015,Tablets,Jun. 2015,Sábado,Región de Murcia,Shopping - General,305,15,"0,00","3,63 €","4,92 %","0,00","0,24 €","11,90 €","0,24 €","0,00 €","0,00 %","0,00","0,00","0,00"
17-jun-2015,Ordenadores,Jun. 2015,Miércoles,Galicia,Shopping - General,1.055,34,"1,00","5,60 €","3,22 %","0,00","0,16 €","5,31 €","0,16 €","5,60 €","2,94 %","2,13","11,94","11,94"
08-ene-2015,Ordenadores,Ene. 2015,Jueves,Región de Murcia,Shopping - General,311,5,"0,00","0,63 €","1,61 %","0,00","0,13 €","2,03 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-may-2015,Móviles,May. 2015,Viernes,Castilla y León,Shopping - General,293,11,"0,00","1,25 €","3,75 %","0,00","0,11 €","4,27 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-mar-2015,Ordenadores,Mar. 2015,Sábado,Cataluña,Shopping - General,728,21,"0,00","2,45 €","2,88 %","0,00","0,12 €","3,37 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-mar-2015,Tablets,Mar. 2015,Martes,La Rioja,Shopping - General,34,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-mar-2015,Móviles,Mar. 2015,Domingo,La Rioja,Shopping - General,10,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-abr-2015,Móviles,Abr. 2015,Miércoles,Principado de Asturias,Shopping - General,96,2,"0,00","0,16 €","2,08 %","0,00","0,08 €","1,67 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-abr-2015,Ordenadores,Abr. 2015,Martes,Islas Baleares,Shopping - General,159,1,"0,00","0,18 €","0,63 %","0,00","0,18 €","1,13 €","0,18 €","0,00 €","0,00 %","0,00","0,00","0,00"
06-mar-2015,Tablets,Mar. 2015,Viernes,Cantabria,Shopping - General,64,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
17-mar-2015,Móviles,Mar. 2015,Martes,Aragón,Shopping - General,80,1,"0,00","0,09 €","1,25 %","0,00","0,09 €","1,12 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-mar-2015,Tablets,Mar. 2015,Martes,Principado de Asturias,Shopping - General,109,1,"0,00","0,13 €","0,92 %","0,00","0,13 €","1,19 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-jun-2015,Móviles,Jun. 2015,Viernes,Aragón,Shopping - General,569,15,"0,00","2,21 €","2,64 %","0,00","0,15 €","3,88 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-abr-2015,Tablets,Abr. 2015,Jueves,Navarra,Shopping - General,116,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-feb-2015,Tablets,Feb. 2015,Martes,Cantabria,Shopping - General,132,1,"0,00","0,15 €","0,76 %","0,00","0,15 €","1,14 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-abr-2015,Tablets,Abr. 2015,Lunes,País Vasco,Shopping - General,342,2,"0,00","0,17 €","0,58 %","0,00","0,08 €","0,50 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-mar-2015,Tablets,Mar. 2015,Lunes,Andalucía,Shopping - General,1.539,15,"0,00","2,27 €","0,97 %","0,00","0,15 €","1,47 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-jun-2015,Móviles,Jun. 2015,Jueves,Navarra,Shopping - General,264,7,"0,00","1,15 €","2,65 %","0,00","0,16 €","4,36 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-ene-2015,Móviles,Ene. 2015,Viernes,Extremadura,Shopping - General,382,7,"0,00","0,70 €","1,83 %","0,00","0,10 €","1,83 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-abr-2015,Ordenadores,Abr. 2015,Viernes,Navarra,Shopping - General,119,3,"0,00","0,36 €","2,52 %","0,00","0,12 €","3,03 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
27-jun-2015,Móviles,Jun. 2015,Sábado,Navarra,Shopping - General,260,17,"0,00","2,25 €","6,54 %","0,00","0,13 €","8,65 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-ene-2015,Tablets,Ene. 2015,Viernes,Sin especificar,Shopping - General,27,1,"0,00","0,20 €","3,70 %","0,00","0,20 €","7,41 €","0,20 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-may-2015,Ordenadores,May. 2015,Martes,Aragón,Shopping - General,1.789,34,"1,00","8,66 €","1,90 %","0,00","0,25 €","4,84 €","0,25 €","8,66 €","2,94 %","4,02","34,79","34,79"
03-may-2015,Tablets,May. 2015,Domingo,Extremadura,Shopping - General,113,2,"0,00","0,34 €","1,77 %","0,00","0,17 €","3,01 €","0,17 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-abr-2015,Móviles,Abr. 2015,Sábado,Andalucía,Shopping - General,781,18,"0,00","1,50 €","2,30 %","0,00","0,08 €","1,92 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-jun-2015,Ordenadores,Jun. 2015,Lunes,Extremadura,Shopping - General,575,18,"0,00","3,00 €","3,13 %","0,00","0,17 €","5,22 €","0,17 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-ene-2015,Ordenadores,Ene. 2015,Miércoles,País Vasco,Shopping - General,541,13,"0,00","1,79 €","2,40 %","0,00","0,14 €","3,31 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-abr-2015,Tablets,Abr. 2015,Viernes,Comunidad Valenciana,Shopping - General,560,3,"0,00","0,38 €","0,54 %","0,00","0,13 €","0,68 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-abr-2015,Ordenadores,Abr. 2015,Domingo,Aragón,Shopping - General,322,5,"0,00","0,71 €","1,55 %","0,00","0,14 €","2,20 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
17-ene-2015,Ordenadores,Ene. 2015,Sábado,La Rioja,Shopping - General,177,5,"0,00","0,37 €","2,82 %","0,00","0,07 €","2,09 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
