Día,Dispositivo,Mes,Día de la semana,Región,Campaña,Impresiones,Clics,Conversiones,Coste,CTR,Posic. media,CPC medio,CPM medio,Coste medio,Coste/conv.,Porcentaje de conv.,Valor conv./coste,Valor conv. total,Valor/conv.
17-ene-2016,Tablets,Ene. 2016,Domingo,Aragón,Shopping - General,638,7,"0,00","1,07 €","1,10 %","0,00","0,15 €","1,68 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
29-ene-2016,Tablets,Ene. 2016,Viernes,Comunidad de Madrid,Shopping - General,3.512,76,"1,00","11,12 €","2,16 %","0,00","0,15 €","3,17 €","0,15 €","11,12 €","1,32 %","2,41","26,79","26,79"
13-may-2016,Ordenadores,May. 2016,Viernes,Andalucía,Shopping - General,4.425,87,"0,00","11,32 €","1,97 %","0,00","0,13 €","2,56 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
29-ene-2016,Tablets,Ene. 2016,Viernes,País Vasco,Shopping - General,1.147,13,"2,00","1,53 €","1,13 %","0,00","0,12 €","1,33 €","0,12 €","0,76 €","15,38 %","36,48","55,82","27,91"
24-may-2016,Móviles,May. 2016,Martes,Castilla y León,Shopping - General,1.359,40,"2,00","2,54 €","2,94 %","0,00","0,06 €","1,87 €","0,06 €","1,27 €","5,00 %","25,12","63,80","31,90"
28-mar-2016,Ordenadores,Mar. 2016,Lunes,Navarra,Shopping - General,290,4,"0,00","0,91 €","1,38 %","0,00","0,23 €","3,14 €","0,23 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-abr-2016,Móviles,Abr. 2016,Domingo,Andalucía,Shopping - General,7.430,142,"2,00","15,26 €","1,91 %","0,00","0,11 €","2,05 €","0,11 €","7,63 €","1,41 %","28,83","439,89","219,94"
10-jul-2016,Tablets,Jul. 2016,Domingo,Castilla y León,Shopping - General,969,7,"0,00","2,10 €","0,72 %","0,00","0,30 €","2,17 €","0,30 €","0,00 €","0,00 %","0,00","0,00","0,00"
27-abr-2016,Tablets,Abr. 2016,Miércoles,La Rioja,Shopping - General,80,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-jun-2016,Tablets,Jun. 2016,Jueves,Navarra,Shopping - General,344,4,"0,00","1,26 €","1,16 %","0,00","0,32 €","3,66 €","0,32 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-abr-2016,Móviles,Abr. 2016,Sábado,Galicia,Shopping - General,1.524,29,"0,00","2,84 €","1,90 %","0,00","0,10 €","1,86 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-ene-2016,Tablets,Ene. 2016,Lunes,Aragón,Shopping - General,446,6,"1,00","1,12 €","1,35 %","0,00","0,19 €","2,51 €","0,19 €","1,12 €","16,67 %","39,23","43,94","43,94"
13-ene-2016,Móviles,Ene. 2016,Miércoles,Extremadura,Shopping - General,668,12,"0,00","1,47 €","1,80 %","0,00","0,12 €","2,20 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-feb-2016,Móviles,Feb. 2016,Miércoles,Islas Baleares,Shopping - General,492,2,"0,00","0,19 €","0,41 %","0,00","0,10 €","0,39 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-may-2016,Ordenadores,May. 2016,Lunes,Galicia,Shopping - General,487,13,"0,00","0,96 €","2,67 %","0,00","0,07 €","1,97 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-may-2016,Ordenadores,May. 2016,Martes,Sin especificar,Shopping - General,109,1,"0,00","0,11 €","0,92 %","0,00","0,11 €","1,01 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-abr-2016,Tablets,Abr. 2016,Miércoles,Galicia,Shopping - General,589,11,"0,00","2,07 €","1,87 %","0,00","0,19 €","3,51 €","0,19 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-mar-2016,Tablets,Mar. 2016,Miércoles,País Vasco,Shopping - General,544,6,"0,00","0,64 €","1,10 %","0,00","0,11 €","1,18 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-may-2016,Móviles,May. 2016,Domingo,Castilla-La Mancha,Shopping - General,2.266,37,"1,00","3,92 €","1,63 %","0,00","0,11 €","1,73 €","0,11 €","3,92 €","2,70 %","12,23","47,93","47,93"
30-ene-2016,Móviles,Ene. 2016,Sábado,Islas Baleares,Shopping - General,658,14,"0,00","1,48 €","2,13 %","0,00","0,11 €","2,25 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-abr-2016,Móviles,Abr. 2016,Domingo,Cantabria,Shopping - General,374,3,"0,00","0,08 €","0,80 %","0,00","0,03 €","0,21 €","0,03 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-may-2016,Ordenadores,May. 2016,Jueves,Sin especificar,Shopping - General,232,1,"0,00","0,04 €","0,43 %","0,00","0,04 €","0,17 €","0,04 €","0,00 €","0,00 %","0,00","0,00","0,00"
06-ene-2016,Tablets,Ene. 2016,Miércoles,Navarra,Shopping - General,744,12,"1,00","3,12 €","1,61 %","0,00","0,26 €","4,19 €","0,26 €","3,12 €","8,33 %","38,45","119,95","119,95"
19-abr-2016,Ordenadores,Abr. 2016,Martes,Extremadura,Shopping - General,583,21,"1,00","3,08 €","3,60 %","0,00","0,15 €","5,28 €","0,15 €","3,08 €","4,76 %","26,93","82,94","82,94"
14-jul-2016,Tablets,Jul. 2016,Jueves,Navarra,Shopping - General,247,2,"0,00","0,38 €","0,81 %","0,00","0,19 €","1,54 €","0,19 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-abr-2016,Ordenadores,Abr. 2016,Viernes,La Rioja,Shopping - General,148,2,"0,00","0,15 €","1,35 %","0,00","0,08 €","1,01 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
28-abr-2016,Móviles,Abr. 2016,Jueves,Castilla y León,Shopping - General,3.322,100,"1,00","13,78 €","3,01 %","0,00","0,14 €","4,15 €","0,14 €","13,78 €","1,00 %","1,66","22,84","22,84"
02-may-2016,Tablets,May. 2016,Lunes,Aragón,Shopping - General,624,6,"0,00","0,67 €","0,96 %","0,00","0,11 €","1,07 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-jun-2016,Ordenadores,Jun. 2016,Martes,La Rioja,Shopping - General,192,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-mar-2016,Móviles,Mar. 2016,Domingo,Galicia,Shopping - General,1.386,15,"0,00","1,59 €","1,08 %","0,00","0,11 €","1,15 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-abr-2016,Ordenadores,Abr. 2016,Martes,País Vasco,Shopping - General,774,13,"0,00","1,45 €","1,68 %","0,00","0,11 €","1,87 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-jul-2016,Móviles,Jul. 2016,Martes,País Vasco,Shopping - General,950,29,"1,00","2,73 €","3,05 %","0,00","0,09 €","2,87 €","0,09 €","2,73 €","3,45 %","6,22","16,98","16,98"
12-jul-2016,Ordenadores,Jul. 2016,Martes,Cataluña,Shopping - General,1.430,41,"2,00","4,34 €","2,87 %","0,00","0,11 €","3,03 €","0,11 €","2,17 €","4,88 %","20,92","90,79","45,40"
25-abr-2016,Tablets,Abr. 2016,Lunes,Comunidad de Madrid,Shopping - General,1.505,11,"0,00","1,33 €","0,73 %","0,00","0,12 €","0,88 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-may-2016,Tablets,May. 2016,Viernes,Aragón,Shopping - General,393,6,"0,00","1,02 €","1,53 %","0,00","0,17 €","2,60 €","0,17 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-jun-2016,Móviles,Jun. 2016,Sábado,Región de Murcia,Shopping - General,483,10,"0,00","0,73 €","2,07 %","0,00","0,07 €","1,51 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
31-may-2016,Ordenadores,May. 2016,Martes,Comunidad Valenciana,Shopping - General,4.676,95,"4,00","17,50 €","2,03 %","0,00","0,18 €","3,74 €","0,18 €","4,38 €","4,21 %","8,07","141,31","35,33"
10-abr-2016,Tablets,Abr. 2016,Domingo,Galicia,Shopping - General,1.055,12,"0,00","2,90 €","1,14 %","0,00","0,24 €","2,75 €","0,24 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-jun-2016,Móviles,Jun. 2016,Jueves,Comunidad Valenciana,Shopping - General,2.559,44,"0,00","4,09 €","1,72 %","0,00","0,09 €","1,60 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-feb-2016,Móviles,Feb. 2016,Martes,Galicia,Shopping - General,772,12,"0,00","1,33 €","1,55 %","0,00","0,11 €","1,72 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-jun-2016,Tablets,Jun. 2016,Sábado,Comunidad Valenciana,Shopping - General,3.160,52,"1,00","10,26 €","1,65 %","0,00","0,20 €","3,25 €","0,20 €","10,26 €","1,92 %","3,31","33,94","33,94"
13-abr-2016,Ordenadores,Abr. 2016,Miércoles,Extremadura,Shopping - General,579,12,"0,00","1,72 €","2,07 %","0,00","0,14 €","2,97 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-may-2016,Móviles,May. 2016,Sábado,Cataluña,Shopping - General,254,1,"0,00","0,09 €","0,39 %","0,00","0,09 €","0,35 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-may-2016,Tablets,May. 2016,Lunes,Principado de Asturias,Shopping - General,472,8,"0,00","1,41 €","1,69 %","0,00","0,18 €","2,99 €","0,18 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-mar-2016,Ordenadores,Mar. 2016,Martes,Galicia,Shopping - General,1.067,25,"1,00","4,75 €","2,34 %","0,00","0,19 €","4,45 €","0,19 €","4,75 €","4,00 %","10,91","51,84","51,84"
26-feb-2016,Móviles,Feb. 2016,Viernes,Castilla y León,Shopping - General,998,20,"0,00","2,67 €","2,00 %","0,00","0,13 €","2,68 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-mar-2016,Tablets,Mar. 2016,Sábado,Islas Baleares,Shopping - General,213,1,"0,00","0,11 €","0,47 %","0,00","0,11 €","0,52 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-jun-2016,Ordenadores,Jun. 2016,Sábado,Aragón,Shopping - General,932,8,"0,00","3,38 €","0,86 %","0,00","0,42 €","3,63 €","0,42 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-may-2016,Móviles,May. 2016,Jueves,Castilla-La Mancha,Shopping - General,2.299,57,"0,00","6,20 €","2,48 %","0,00","0,11 €","2,70 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-mar-2016,Ordenadores,Mar. 2016,Jueves,Comunidad de Madrid,Shopping - General,1.868,38,"0,00","5,93 €","2,03 %","0,00","0,16 €","3,17 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
01-feb-2016,Ordenadores,Feb. 2016,Lunes,Comunidad de Madrid,Shopping - General,8.824,247,"9,00","31,40 €","2,80 %","0,00","0,13 €","3,56 €","0,13 €","3,49 €","3,64 %","9,49","298,07","33,12"
28-abr-2016,Móviles,Abr. 2016,Jueves,Islas Baleares,Shopping - General,855,13,"0,00","1,66 €","1,52 %","0,00","0,13 €","1,94 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-abr-2016,Tablets,Abr. 2016,Jueves,Cataluña,Shopping - General,2.307,23,"0,00","4,33 €","1,00 %","0,00","0,19 €","1,88 €","0,19 €","0,00 €","0,00 %","0,00","0,00","0,00"
06-jun-2016,Móviles,Jun. 2016,Lunes,Galicia,Shopping - General,1.576,38,"0,00","3,37 €","2,41 %","0,00","0,09 €","2,14 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-may-2016,Ordenadores,May. 2016,Lunes,Comunidad de Madrid,Shopping - General,5.213,106,"2,00","11,62 €","2,03 %","0,00","0,11 €","2,23 €","0,11 €","5,81 €","1,89 %","6,44","74,82","37,41"
14-ene-2016,Móviles,Ene. 2016,Jueves,Comunidad Valenciana,Shopping - General,1.857,34,"0,00","3,84 €","1,83 %","0,00","0,11 €","2,07 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-jul-2016,Tablets,Jul. 2016,Miércoles,País Vasco,Shopping - General,560,13,"0,00","2,11 €","2,32 %","0,00","0,16 €","3,77 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-may-2016,Tablets,May. 2016,Lunes,Castilla-La Mancha,Shopping - General,886,11,"0,00","1,41 €","1,24 %","0,00","0,13 €","1,59 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-may-2016,Ordenadores,May. 2016,Jueves,Principado de Asturias,Shopping - General,843,17,"1,00","2,31 €","2,02 %","0,00","0,14 €","2,74 €","0,14 €","2,31 €","5,88 %","34,11","78,80","78,80"
05-may-2016,Tablets,May. 2016,Jueves,País Vasco,Shopping - General,478,4,"0,00","0,40 €","0,84 %","0,00","0,10 €","0,84 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-ene-2016,Tablets,Ene. 2016,Sábado,Cantabria,Shopping - General,227,6,"1,00","0,43 €","2,64 %","0,00","0,07 €","1,89 €","0,07 €","0,43 €","16,67 %","55,67","23,94","23,94"
05-may-2016,Ordenadores,May. 2016,Jueves,Sin especificar,Shopping - General,200,1,"0,00","0,02 €","0,50 %","0,00","0,02 €","0,10 €","0,02 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-feb-2016,Tablets,Feb. 2016,Jueves,Extremadura,Shopping - General,404,6,"0,00","0,65 €","1,49 %","0,00","0,11 €","1,61 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
29-jun-2016,Tablets,Jun. 2016,Miércoles,Comunidad de Madrid,Shopping - General,1.561,16,"0,00","1,54 €","1,02 %","0,00","0,10 €","0,99 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
01-mar-2016,Ordenadores,Mar. 2016,Martes,Región de Murcia,Shopping - General,654,11,"1,00","2,20 €","1,68 %","0,00","0,20 €","3,36 €","0,20 €","2,20 €","9,09 %","4,77","10,49","10,49"
14-abr-2016,Móviles,Abr. 2016,Jueves,Cantabria,Shopping - General,356,5,"0,00","0,49 €","1,40 %","0,00","0,10 €","1,38 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-abr-2016,Tablets,Abr. 2016,Domingo,Principado de Asturias,Shopping - General,176,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-ene-2016,Móviles,Ene. 2016,Sábado,Galicia,Shopping - General,2.047,44,"1,00","5,28 €","2,15 %","0,00","0,12 €","2,58 €","0,12 €","5,28 €","2,27 %","5,10","26,93","26,93"
18-feb-2016,Ordenadores,Feb. 2016,Jueves,Islas Baleares,Shopping - General,444,6,"0,00","1,38 €","1,35 %","0,00","0,23 €","3,11 €","0,23 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-may-2016,Tablets,May. 2016,Miércoles,Comunidad de Madrid,Shopping - General,4.119,58,"0,00","10,00 €","1,41 %","0,00","0,17 €","2,43 €","0,17 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-abr-2016,Móviles,Abr. 2016,Domingo,Andalucía,Shopping - General,14.898,315,"1,00","46,98 €","2,11 %","0,00","0,15 €","3,15 €","0,15 €","46,98 €","0,32 %","0,91","42,93","42,93"
23-may-2016,Ordenadores,May. 2016,Lunes,Islas Baleares,Shopping - General,967,14,"0,00","3,17 €","1,45 %","0,00","0,23 €","3,28 €","0,23 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-feb-2016,Tablets,Feb. 2016,Lunes,Islas Baleares,Shopping - General,160,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-jun-2016,Ordenadores,Jun. 2016,Jueves,Región de Murcia,Shopping - General,1.544,25,"0,00","5,82 €","1,62 %","0,00","0,23 €","3,77 €","0,23 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-ene-2016,Móviles,Ene. 2016,Lunes,Región de Murcia,Shopping - General,626,13,"0,00","1,71 €","2,08 %","0,00","0,13 €","2,73 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-feb-2016,Móviles,Feb. 2016,Viernes,Galicia,Shopping - General,949,16,"0,00","1,96 €","1,69 %","0,00","0,12 €","2,07 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-jul-2016,Tablets,Jul. 2016,Domingo,Principado de Asturias,Shopping - General,149,3,"0,00","0,42 €","2,01 %","0,00","0,14 €","2,82 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-feb-2016,Móviles,Feb. 2016,Miércoles,País Vasco,Shopping - General,1.882,30,"0,00","2,19 €","1,59 %","0,00","0,07 €","1,16 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-jun-2016,Móviles,Jun. 2016,Lunes,Islas Baleares,Shopping - General,523,4,"0,00","0,24 €","0,76 %","0,00","0,06 €","0,46 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-jun-2016,Tablets,Jun. 2016,Domingo,Comunidad de Madrid,Shopping - General,7.481,114,"1,00","23,39 €","1,52 %","0,00","0,21 €","3,13 €","0,21 €","23,39 €","0,88 %","0,58","13,49","13,49"
09-feb-2016,Móviles,Feb. 2016,Martes,Sin especificar,Shopping - General,979,14,"0,00","1,90 €","1,43 %","0,00","0,14 €","1,94 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-abr-2016,Tablets,Abr. 2016,Martes,Islas Baleares,Shopping - General,445,8,"0,00","1,73 €","1,80 %","0,00","0,22 €","3,89 €","0,22 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-jun-2016,Móviles,Jun. 2016,Lunes,Región de Murcia,Shopping - General,625,10,"0,00","1,28 €","1,60 %","0,00","0,13 €","2,05 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
31-may-2016,Tablets,May. 2016,Martes,País Vasco,Shopping - General,1.136,12,"0,00","1,95 €","1,06 %","0,00","0,16 €","1,72 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-jun-2016,Tablets,Jun. 2016,Sábado,Aragón,Shopping - General,446,8,"0,00","2,30 €","1,79 %","0,00","0,29 €","5,16 €","0,29 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-jul-2016,Ordenadores,Jul. 2016,Sábado,Aragón,Shopping - General,294,8,"0,00","0,84 €","2,72 %","0,00","0,10 €","2,86 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-may-2016,Ordenadores,May. 2016,Martes,Galicia,Shopping - General,492,8,"2,00","0,50 €","1,63 %","0,00","0,06 €","1,02 €","0,06 €","0,25 €","25,00 %","219,96","109,98","54,99"
27-may-2016,Tablets,May. 2016,Viernes,Comunidad Valenciana,Shopping - General,2.435,25,"0,00","3,97 €","1,03 %","0,00","0,16 €","1,63 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-abr-2016,Ordenadores,Abr. 2016,Domingo,Principado de Asturias,Shopping - General,169,5,"0,00","0,49 €","2,96 %","0,00","0,10 €","2,90 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-jun-2016,Móviles,Jun. 2016,Sábado,Comunidad Valenciana,Shopping - General,2.242,37,"1,00","5,15 €","1,65 %","0,00","0,14 €","2,30 €","0,14 €","5,15 €","2,70 %","5,23","26,93","26,93"
04-jul-2016,Ordenadores,Jul. 2016,Lunes,La Rioja,Shopping - General,270,4,"0,00","0,90 €","1,48 %","0,00","0,22 €","3,33 €","0,22 €","0,00 €","0,00 %","0,00","0,00","0,00"
27-ene-2016,Tablets,Ene. 2016,Miércoles,Andalucía,Shopping - General,2.844,34,"0,00","3,36 €","1,20 %","0,00","0,10 €","1,18 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-abr-2016,Ordenadores,Abr. 2016,Lunes,Comunidad Valenciana,Shopping - General,2.963,61,"0,00","8,09 €","2,06 %","0,00","0,13 €","2,73 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-feb-2016,Tablets,Feb. 2016,Viernes,País Vasco,Shopping - General,742,6,"0,00","0,90 €","0,81 %","0,00","0,15 €","1,21 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-mar-2016,Ordenadores,Mar. 2016,Jueves,Castilla-La Mancha,Shopping - General,588,12,"0,00","1,55 €","2,04 %","0,00","0,13 €","2,64 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-jun-2016,Ordenadores,Jun. 2016,Domingo,Sin especificar,Shopping - General,1,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-jul-2016,Móviles,Jul. 2016,Jueves,Islas Baleares,Shopping - General,743,16,"0,00","2,46 €","2,15 %","0,00","0,15 €","3,31 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-jul-2016,Ordenadores,Jul. 2016,Miércoles,Aragón,Shopping - General,991,25,"0,00","5,02 €","2,52 %","0,00","0,20 €","5,07 €","0,20 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-jul-2016,Móviles,Jul. 2016,Sábado,Islas Baleares,Shopping - General,567,8,"0,00","0,49 €","1,41 %","0,00","0,06 €","0,86 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-jun-2016,Móviles,Jun. 2016,Sábado,País Vasco,Shopping - General,873,14,"0,00","0,99 €","1,60 %","0,00","0,07 €","1,13 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-ene-2016,Ordenadores,Ene. 2016,Miércoles,Comunidad de Madrid,Shopping - General,5.743,121,"0,00","16,31 €","2,11 %","0,00","0,13 €","2,84 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-jun-2016,Tablets,Jun. 2016,Sábado,Islas Baleares,Shopping - General,652,6,"0,00","2,23 €","0,92 %","0,00","0,37 €","3,42 €","0,37 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-jul-2016,Tablets,Jul. 2016,Martes,Castilla-La Mancha,Shopping - General,483,7,"0,00","1,27 €","1,45 %","0,00","0,18 €","2,63 €","0,18 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-mar-2016,Móviles,Mar. 2016,Lunes,Sin especificar,Shopping - General,593,7,"0,00","0,60 €","1,18 %","0,00","0,09 €","1,01 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-may-2016,Móviles,May. 2016,Lunes,Castilla-La Mancha,Shopping - General,4.454,96,"1,00","15,10 €","2,16 %","0,00","0,16 €","3,39 €","0,16 €","15,10 €","1,04 %","1,72","25,94","25,94"
27-abr-2016,Tablets,Abr. 2016,Miércoles,Sin especificar,Shopping - General,19,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-feb-2016,Tablets,Feb. 2016,Miércoles,Comunidad Valenciana,Shopping - General,1.348,18,"1,00","2,56 €","1,34 %","0,00","0,14 €","1,90 €","0,14 €","2,56 €","5,56 %","8,96","22,94","22,94"
11-jun-2016,Móviles,Jun. 2016,Sábado,Andalucía,Shopping - General,5.647,106,"0,00","13,11 €","1,88 %","0,00","0,12 €","2,32 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-abr-2016,Móviles,Abr. 2016,Martes,Cantabria,Shopping - General,309,5,"0,00","0,94 €","1,62 %","0,00","0,19 €","3,04 €","0,19 €","0,00 €","0,00 %","0,00","0,00","0,00"
01-mar-2016,Ordenadores,Mar. 2016,Martes,Principado de Asturias,Shopping - General,475,10,"0,00","1,56 €","2,11 %","0,00","0,16 €","3,28 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-abr-2016,Tablets,Abr. 2016,Jueves,Andalucía,Shopping - General,2.699,30,"0,00","4,18 €","1,11 %","0,00","0,14 €","1,55 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-ene-2016,Móviles,Ene. 2016,Sábado,Región de Murcia,Shopping - General,909,16,"0,00","1,47 €","1,76 %","0,00","0,09 €","1,62 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-abr-2016,Tablets,Abr. 2016,Sábado,Comunidad de Madrid,Shopping - General,1.925,26,"1,00","2,32 €","1,35 %","0,00","0,09 €","1,21 €","0,09 €","2,32 €","3,85 %","344,81","799,95","799,95"
06-may-2016,Ordenadores,May. 2016,Viernes,Aragón,Shopping - General,534,13,"0,00","1,13 €","2,43 %","0,00","0,09 €","2,12 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-jun-2016,Ordenadores,Jun. 2016,Martes,Navarra,Shopping - General,662,18,"1,00","4,15 €","2,72 %","0,00","0,23 €","6,27 €","0,23 €","4,15 €","5,56 %","12,02","49,90","49,90"
06-mar-2016,Tablets,Mar. 2016,Domingo,Cantabria,Shopping - General,162,2,"0,00","0,40 €","1,23 %","0,00","0,20 €","2,47 €","0,20 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-may-2016,Ordenadores,May. 2016,Sábado,Comunidad Valenciana,Shopping - General,2.702,37,"1,00","6,16 €","1,37 %","0,00","0,17 €","2,28 €","0,17 €","6,16 €","2,70 %","6,65","40,94","40,94"
30-jun-2016,Tablets,Jun. 2016,Jueves,Sin especificar,Shopping - General,105,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-may-2016,Ordenadores,May. 2016,Martes,Comunidad Valenciana,Shopping - General,4.315,82,"0,00","13,42 €","1,90 %","0,00","0,16 €","3,11 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-may-2016,Ordenadores,May. 2016,Lunes,Castilla y León,Shopping - General,2.051,36,"1,00","7,28 €","1,76 %","0,00","0,20 €","3,55 €","0,20 €","7,28 €","2,78 %","3,23","23,49","23,49"
29-feb-2016,Tablets,Feb. 2016,Lunes,Cantabria,Shopping - General,156,2,"0,00","0,38 €","1,28 %","0,00","0,19 €","2,44 €","0,19 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-jun-2016,Ordenadores,Jun. 2016,Martes,Extremadura,Shopping - General,883,12,"1,00","2,44 €","1,36 %","0,00","0,20 €","2,76 €","0,20 €","2,44 €","8,33 %","12,27","29,94","29,94"
17-abr-2016,Ordenadores,Abr. 2016,Domingo,Navarra,Shopping - General,290,7,"0,00","1,15 €","2,41 %","0,00","0,16 €","3,97 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-feb-2016,Ordenadores,Feb. 2016,Sábado,Sin especificar,Shopping - General,186,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-jul-2016,Tablets,Jul. 2016,Sábado,Extremadura,Shopping - General,258,10,"0,00","1,75 €","3,88 %","0,00","0,18 €","6,78 €","0,18 €","0,00 €","0,00 %","0,00","0,00","0,00"
17-jul-2016,Tablets,Jul. 2016,Domingo,Principado de Asturias,Shopping - General,108,1,"0,00","0,06 €","0,93 %","0,00","0,06 €","0,56 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-jun-2016,Tablets,Jun. 2016,Jueves,Extremadura,Shopping - General,440,4,"1,00","0,58 €","0,91 %","0,00","0,14 €","1,32 €","0,14 €","0,58 €","25,00 %","22,31","12,94","12,94"
